Id,neighborhood,zone,style,area,beds,baths,build,sold,age,cars,kitchen,overall,lotarea,saleprice
14,0.2,0.1,0.4,-0.04085284599276611,3.0,2.0,0.96,0.4,0.03333333333333333,1.0,0.3,0.7,0.013547212494560498,279500.0
15,0.48,0.1,0.4,-0.49963830192271097,2.0,1.0,0.5,0.6,1.6,0.3333333333333333,0.2,0.6,0.04040671704093253,157000.0
16,0.12,0.2,0.52,-1.259204264229964,2.0,1.0,0.19,0.4,2.6,0.6666666666666666,0.2,0.7,-0.44065903602841733,132000.0
17,0.48,0.1,0.4,-0.9736531505806207,2.0,1.0,0.6,1.0,1.3333333333333333,0.6666666666666666,0.2,0.6,0.0725779892774453,149000.0
18,0.76,0.1,0.4,-0.41778031600989923,2.0,2.0,0.57,0.2,1.3,0.6666666666666666,0.2,0.4,0.027478074927193754,90000.0
19,0.8,0.1,0.4,-0.7642490005711023,3.0,1.0,0.94,0.6,0.13333333333333333,0.6666666666666666,0.3,0.5,0.31852285553415044,159000.0
20,0.48,0.1,0.4,-0.3359223300970875,3.0,1.0,0.48,0.8,1.7,0.3333333333333333,0.2,0.5,-0.2963393101076124,139000.0
21,0.6,0.1,0.8,1.6381877022653721,4.0,3.0,0.95,0.2,0.03333333333333333,1.0,0.3,0.8,0.3706383121166633,325300.0
22,0.36,0.2,0.52,-0.7756710451170761,3.0,1.0,0.2,0.4,2.566666666666667,0.3333333333333333,0.3,0.7,-0.3074639556473411,139400.0
23,0.2,0.1,0.4,0.532153055396916,3.0,2.0,0.92,0.6,0.2,0.6666666666666666,0.3,0.8,-0.07765483652483708,230000.0
24,0.4,0.2,0.4,-0.8670474014848659,3.0,1.0,0.66,0.4,1.0333333333333334,0.6666666666666666,0.2,0.5,-0.6306800084908105,129900.0
25,0.76,0.1,0.4,-0.8670474014848659,3.0,1.0,0.58,1.0,1.4,0.3333333333333333,0.3,0.5,-0.22758699623145112,154000.0
26,0.6,0.1,0.4,0.1609366076527698,3.0,2.0,0.97,0.8,0.06666666666666667,1.0,0.3,0.8,0.37214164259500504,256300.0
27,0.48,0.1,0.4,-1.1716352560441654,3.0,1.0,0.41,1.0,1.9666666666666666,0.6666666666666666,0.3,0.5,-0.3324192415878136,134800.0
28,0.6,0.1,0.4,0.35891871311631446,3.0,2.0,0.97,1.0,0.1,1.0,0.3,0.8,0.09633061083524445,306000.0
29,0.48,0.1,0.4,0.1609366076527698,2.0,1.0,0.47,0.2,1.6333333333333333,0.3333333333333333,0.2,0.5,0.5817059112758406,207500.0
30,0.12,0.2,0.4,-1.8950314106225017,1.0,1.0,0.17,0.6,2.7,0.3333333333333333,0.1,0.4,-0.42021374152297,68500.0
31,0.36,0.8,0.8,-0.3778031600989912,3.0,1.0,0.1,0.6,2.933333333333333,0.3333333333333333,0.2,0.4,-0.20213060013153136,40000.0
32,0.76,0.1,0.4,-0.5472301541976015,3.0,1.0,0.56,0.6,1.4,0.3333333333333333,0.3,0.5,-0.19772083072839564,149350.0
33,0.2,0.1,0.4,-0.5358081096516277,3.0,2.0,0.97,0.6,0.03333333333333333,0.6666666666666666,0.3,0.8,0.05333535915467131,179900.0
34,0.48,0.1,0.4,0.35130401675233197,4.0,1.0,0.49,1.0,1.7,0.6666666666666666,0.3,0.5,0.0035250093056157093,165500.0
35,0.6,0.1,0.4,0.08669331810394054,2.0,2.0,0.95,0.4,0.06666666666666667,0.6666666666666666,0.4,0.9,-0.321094151984306,277500.0
36,0.6,0.1,0.8,1.7828669331810394,4.0,3.0,0.94,0.2,0.06666666666666667,1.0,0.3,0.8,0.29076135270077336,309000.0
37,0.2,0.1,0.4,-0.796611460118028,3.0,1.0,0.84,0.8,0.5,0.6666666666666666,0.2,0.5,0.03429317309567621,145000.0
38,0.48,0.1,0.4,-0.4158766419189036,3.0,1.0,0.44,0.8,1.8333333333333333,0.6666666666666666,0.2,0.5,-0.19892349511106902,153000.0
39,0.48,0.1,0.4,-0.8727584237578528,3.0,1.0,0.43,1.0,1.9,0.3333333333333333,0.3,0.5,-0.2600589345636322,109000.0
40,0.28,0.1,0.4,-0.6919093851132687,2.0,2.0,0.45,0.6,1.7666666666666666,0.0,0.1,0.4,-0.44867679857957316,82000.0
41,0.48,0.1,0.4,-0.3644774414620218,3.0,2.0,0.55,0.2,1.3666666666666667,0.6666666666666666,0.2,0.6,-0.1862955190929986,160000.0
42,0.92,0.1,0.4,-0.35686274509803934,2.0,1.0,0.49,0.4,1.6,0.3333333333333333,0.2,0.5,0.6402355778992781,170000.0
43,0.8,0.1,0.76,-1.2020940415000954,2.0,1.0,0.73,0.4,0.8,0.6666666666666666,0.3,0.5,-0.1339796184467068,144000.0
44,0.2,0.1,0.4,-1.099295640586332,3.0,1.0,0.65,0.6,1.1,0.3333333333333333,0.2,0.5,-0.13197517780891782,130250.0
45,0.48,0.1,0.4,-0.69571673329526,3.0,1.0,0.49,0.2,1.5666666666666667,0.3333333333333333,0.2,0.5,-0.2577538278301749,141000.0
46,0.6,0.1,0.4,0.4502950694841043,2.0,2.0,0.95,1.0,0.16666666666666666,0.6666666666666666,0.4,0.9,-0.28651755098244647,319900.0
47,0.44,0.1,0.6,1.206053683609366,1.0,1.0,0.93,0.8,0.2,0.6666666666666666,0.3,0.7,0.2310290216946624,239686.0
48,0.84,0.5,0.4,0.2675423567485246,3.0,2.0,0.96,0.4,0.03333333333333333,1.0,0.3,0.8,0.05804579465347536,249700.0
49,0.68,0.2,0.8,-0.12080715781458222,2.0,2.0,0.1,0.8,2.966666666666667,0.0,0.2,0.4,-0.6074284970924586,113000.0
50,0.76,0.1,0.4,-1.0669331810394063,3.0,1.0,0.56,0.4,1.3666666666666667,0.3333333333333333,0.2,0.5,-0.27809890030373285,127000.0
51,0.32,0.1,0.8,-0.08654102417666103,3.0,2.0,0.87,0.4,0.3333333333333333,0.6666666666666666,0.2,0.6,0.33596148908291434,177000.0
52,0.12,0.2,0.6,-0.6462212069293738,3.0,1.0,0.24,0.2,2.4,0.6666666666666666,0.2,0.6,-0.4286323922016836,114500.0
53,0.36,0.2,0.4,-1.3315438796877976,2.0,1.0,0.53,1.0,1.5666666666666667,0.6666666666666666,0.2,0.5,-0.2049368170244359,110000.0
54,0.96,0.1,0.4,0.6216257376737102,0.0,0.0,0.71,0.2,0.8333333333333334,1.0,0.3,0.9,3.984243893922596,385000.0
55,0.48,0.1,0.72,-0.29594517418617944,3.0,1.0,0.45,0.4,1.7333333333333334,0.6666666666666666,0.2,0.5,-0.3390338956925172,130000.0
56,0.48,0.1,0.4,-0.17220635827146402,3.0,2.0,0.54,0.6,1.4666666666666666,0.6666666666666666,0.2,0.6,-0.034258696716706144,180500.0
57,0.84,0.5,0.8,0.4255473063011612,3.0,2.0,0.89,0.8,0.3333333333333333,0.6666666666666666,0.3,0.8,-0.7889305968442487,172500.0
58,0.2,0.1,0.8,0.3893774985722444,3.0,2.0,0.94,0.2,0.06666666666666667,0.6666666666666666,0.3,0.7,0.11306769016078225,196500.0
59,0.88,0.1,0.8,2.721378260041881,3.0,3.0,0.96,0.2,0.0,1.0,0.3,1.0,0.3172199691195876,438780.0
60,0.2,0.1,0.4,-1.40007614696364,2.0,1.0,0.62,0.6,1.2,0.3333333333333333,0.2,0.5,-0.3324192415878136,124900.0
61,0.8,0.1,0.4,-0.680487340567295,3.0,1.0,0.94,0.2,0.06666666666666667,0.6666666666666666,0.3,0.6,0.2560845296670244,158000.0
62,0.36,0.2,0.9199999999999999,-0.7699600228440893,3.0,1.0,0.1,0.4,2.9,0.3333333333333333,0.1,0.5,-0.3324192415878136,101000.0
63,0.6,0.1,0.4,-0.2769084332762232,2.0,2.0,0.96,0.4,0.03333333333333333,0.6666666666666666,0.3,0.8,-0.4083875417600151,202500.0
64,0.68,0.2,0.8,0.3703407576622882,3.0,2.0,0.11,1.0,2.966666666666667,0.6666666666666666,0.2,0.7,-0.021730942730525157,140000.0
65,0.2,0.1,0.8,0.9871311631448696,3.0,2.0,0.87,0.8,0.4,0.6666666666666666,0.3,0.7,-0.11443632222826446,219500.0
66,0.6,0.1,0.8,1.8228440890919475,4.0,2.0,0.94,0.4,0.1,1.0,0.3,0.8,-0.09278836334014372,317000.0
67,0.48,0.1,0.4,1.3164667808871122,3.0,2.0,0.6,1.0,1.3333333333333333,0.6666666666666666,0.2,0.7,0.9404005634081746,180000.0
68,0.2,0.1,0.4,-0.06940795735770043,3.0,2.0,0.93,0.4,0.13333333333333333,0.6666666666666666,0.3,0.7,0.01485009890912332,226000.0
69,0.68,0.2,0.4,-1.4628973919664956,2.0,1.0,0.35,1.0,2.1666666666666665,0.3333333333333333,0.2,0.4,-0.5921947482452625,80000.0
70,0.16,0.1,0.6,1.468760708166762,3.0,2.0,0.43,0.2,1.7666666666666666,0.6666666666666666,0.2,0.7,0.5087442720603225,225000.0
71,0.48,0.1,0.4,1.3469255663430422,3.0,2.0,0.63,0.4,1.1333333333333333,0.6666666666666666,0.2,0.7,0.3141130861310147,244000.0
72,0.44,0.1,0.4,-1.2763373310489246,2.0,1.0,0.72,0.4,0.8333333333333334,0.6666666666666666,0.2,0.4,-0.2924306508639239,129500.0
73,0.32,0.1,0.8,0.38557015039025316,3.0,2.0,0.88,0.8,0.36666666666666664,0.6666666666666666,0.2,0.7,-0.03766624580094737,185000.0
74,0.48,0.1,0.4,-0.8175518751189798,3.0,1.0,0.44,1.0,1.8666666666666667,0.6666666666666666,0.2,0.5,-0.03175314591946995,144900.0
75,0.68,0.2,0.8,0.1704549781077479,3.0,2.0,0.05,1.0,3.1666666666666665,0.3333333333333333,0.2,0.3,-0.47373230655193516,107400.0
76,0.4,0.2,0.72,-1.0041119360365507,2.0,1.0,0.63,0.8,1.2,0.3333333333333333,0.2,0.4,-0.8940635082962796,91000.0
77,0.48,0.1,0.4,-1.072644203312393,2.0,1.0,0.46,0.6,1.7333333333333334,0.3333333333333333,0.2,0.4,-0.20463615092876755,135750.0
78,0.12,0.2,0.6,-0.4387207310108511,2.0,1.0,0.38,0.6,2.0,0.3333333333333333,0.2,0.5,-0.1886006258264559,127000.0
79,0.76,0.1,0.4,0.48075385494003425,4.0,2.0,0.58,1.0,1.4,0.0,0.2,0.4,0.026175188512630933,136500.0
80,0.68,0.2,0.8,-0.5434228060156102,2.0,1.0,0.0,0.8,3.3,0.6666666666666666,0.2,0.5,-0.007699858266002454,110000.0
81,0.48,0.1,0.8,1.1927279649723967,4.0,2.0,0.58,0.8,1.3666666666666667,0.3333333333333333,0.3,0.6,0.24886854337098413,193500.0
82,0.44,0.2,0.4,-0.33972967827907874,2.0,2.0,0.88,0.2,0.26666666666666666,0.6666666666666666,0.2,0.6,-0.6030187276893229,153500.0
83,0.84,0.1,0.4,0.09050066628593179,3.0,2.0,0.97,0.6,0.03333333333333333,1.0,0.3,0.8,-0.03115181372813326,245000.0
84,0.48,0.1,0.4,-0.8575290310298879,3.0,1.0,0.5,0.4,1.5666666666666667,0.6666666666666666,0.2,0.5,-0.16284356363086777,126500.0
85,0.32,0.1,0.72,-0.07892632781267854,3.0,2.0,0.85,0.8,0.4666666666666667,0.6666666666666666,0.2,0.7,-0.1991239391748479,168500.0
86,0.52,0.1,0.8,1.7162383399961927,4.0,2.0,0.81,0.2,0.5,0.6666666666666666,0.3,0.8,0.5554477389208052,260000.0
87,0.32,0.1,0.8,0.08478964401294492,3.0,2.0,0.95,0.8,0.13333333333333333,0.6666666666666666,0.3,0.6,0.1397267506433754,174000.0
88,0.84,0.5,0.8,-0.554844850561584,2.0,2.0,0.99,0.8,0.0,0.6666666666666666,0.3,0.6,-0.6580406231966298,164500.0
89,0.36,0.8,0.6,0.020064724919093783,2.0,1.0,0.05,0.8,3.1333333333333333,0.0,0.1,0.3,-0.20513726108821478,85000.0
90,0.2,0.1,0.4,-1.0003045878545596,3.0,1.0,0.84,0.4,0.43333333333333335,0.0,0.2,0.4,-0.24522607384399395,123600.0
91,0.48,0.1,0.4,-0.9051208833047784,2.0,1.0,0.4,0.2,1.8666666666666667,0.6666666666666666,0.2,0.4,-0.3324192415878136,109900.0
92,0.48,0.1,0.4,-0.5339044355606322,2.0,1.0,0.51,0.2,1.5,0.6666666666666666,0.2,0.5,-0.20213060013153136,98600.0
93,0.24,0.1,0.4,-1.0498001142204456,2.0,1.0,0.11,0.8,2.933333333333333,0.6666666666666666,0.2,0.5,0.28494847485118535,163500.0
94,0.68,0.8,0.9199999999999999,1.4763754045307445,4.0,2.0,0.0,0.4,3.2333333333333334,0.6666666666666666,0.2,0.6,-0.3324192415878136,133900.0
95,0.2,0.1,0.8,0.5150199885779554,3.0,2.0,0.87,0.4,0.3333333333333333,0.6666666666666666,0.3,0.6,-0.11824475944006348,204750.0
96,0.32,0.1,0.8,-0.08654102417666103,3.0,2.0,0.83,0.8,0.5333333333333333,0.6666666666666666,0.2,0.6,-0.07534972979137977,185000.0
97,0.2,0.1,0.4,0.13809251856082233,3.0,2.0,0.89,0.2,0.23333333333333334,0.6666666666666666,0.3,0.7,-0.02533893587854528,214000.0
98,0.28,0.1,0.4,-1.057414810584428,3.0,1.0,0.55,0.4,1.4,0.3333333333333333,0.2,0.4,0.040506939072821976,94750.0
99,0.28,0.1,0.4,-1.2953740719588809,2.0,1.0,0.1,1.0,3.0,0.3333333333333333,0.2,0.5,0.010841217633545406,83000.0
100,0.48,0.1,0.4,-0.5529411764705884,3.0,1.0,0.49,1.0,1.7,0.0,0.2,0.4,-0.1199485339821841,128950.0
101,0.64,0.1,0.4,0.179973348562726,3.0,2.0,0.67,1.0,1.1,0.6666666666666666,0.3,0.6,0.00863633293197755,205000.0
102,0.8,0.1,0.8,0.41222158766419187,3.0,2.0,0.75,1.0,0.8333333333333334,0.6666666666666666,0.3,0.6,-0.13137384561758114,178000.0
103,0.8,0.1,0.4,0.03719779173805438,4.0,2.0,0.69,0.8,1.0,0.6666666666666666,0.2,0.5,-0.35065965139169314,118964.0
104,0.2,0.1,0.4,-0.5510375023795927,3.0,2.0,0.99,1.0,0.03333333333333333,1.0,0.3,0.7,-0.011508295477801474,198900.0
105,0.36,0.2,0.6,0.5759375594898153,4.0,1.0,0.21,0.4,2.533333333333333,0.3333333333333333,0.2,0.7,-0.2764953477935017,169500.0
106,0.84,0.5,0.8,0.9071768513230535,3.0,2.0,0.93,0.6,0.16666666666666666,0.6666666666666666,0.3,0.8,-0.11443632222826446,250000.0
107,0.68,0.2,0.4,-0.8917951646678091,2.0,1.0,-0.25,0.4,4.066666666666666,0.3333333333333333,0.2,0.4,0.028380073214198786,100000.0
108,0.68,0.2,0.4,-1.3829430801446794,2.0,1.0,0.38,0.6,2.0,0.3333333333333333,0.2,0.5,-0.45268567985515107,115000.0
109,0.36,0.2,0.6,0.0029316581001331884,3.0,2.0,0.09,0.4,2.933333333333333,0.0,0.1,0.5,-0.20213060013153136,115000.0
110,0.64,0.1,0.4,0.6254330858557015,3.0,2.0,0.67,1.0,1.1,0.6666666666666666,0.2,0.6,0.12369122554106372,190000.0
111,0.28,0.1,0.6,0.6463735008566533,4.0,2.0,0.44,0.2,1.7333333333333334,0.3333333333333333,0.2,0.6,-0.09940301744484727,136900.0
112,0.32,0.1,0.72,-0.1626879878164859,3.0,2.0,0.9,1.0,0.3333333333333333,0.6666666666666666,0.2,0.7,-0.2772971240486173,180000.0
113,0.2,0.1,0.8,2.2473634113839713,4.0,2.0,0.97,0.4,0.0,1.0,0.4,0.7,-0.055305323413490204,383970.0
114,0.24,0.1,0.4,1.4154578336188846,3.0,2.0,0.43,0.4,1.8,0.6666666666666666,0.3,0.6,1.0506447984865672,217000.0
115,0.24,0.1,0.8,1.5315819531696173,3.0,2.0,0.35,0.4,2.066666666666667,0.3333333333333333,0.3,0.6,-0.3265061417063362,259500.0
116,0.84,0.5,0.8,-0.10938511326860849,2.0,2.0,0.89,0.4,0.26666666666666666,0.6666666666666666,0.2,0.6,-0.7303007081889217,176000.0
117,0.76,0.1,0.4,-0.806129830573006,3.0,1.0,0.52,0.8,1.5666666666666667,0.3333333333333333,0.2,0.5,0.11016125123598826,139000.0
118,0.28,0.1,0.4,-0.7433085855701506,2.0,1.0,0.96,0.4,0.03333333333333333,0.6666666666666666,0.2,0.5,-0.19852260698351124,155000.0
119,0.8,0.1,0.8,3.2486959832476683,5.0,3.0,0.8,1.0,0.6666666666666666,1.0,0.3,0.7,0.18632999547196866,320000.0
120,0.2,0.1,0.8,-0.11319246145059973,3.0,2.0,0.95,0.2,0.03333333333333333,0.6666666666666666,0.3,0.6,-0.20603925937521983,163990.0
121,0.16,0.1,0.72,-1.0041119360365507,1.0,1.0,0.59,0.2,1.2333333333333334,0.6666666666666666,0.2,0.6,1.096045378932487,180000.0
122,0.36,0.2,0.6,-0.7471159337521418,3.0,1.0,0.29,0.4,2.2666666666666666,0.3333333333333333,0.2,0.4,-0.4466723579417842,100000.0
123,0.48,0.1,0.4,-0.8289739196649535,3.0,1.0,0.48,0.6,1.6666666666666667,0.3333333333333333,0.2,0.6,-0.1055165613901036,136000.0
124,0.8,0.1,0.4,-0.6024367028364745,2.0,2.0,0.83,0.6,0.5,0.6666666666666666,0.3,0.6,-0.26306559552031566,153900.0
125,0.64,0.1,0.4,0.1342851703788311,3.0,2.0,0.69,0.8,1.0,0.6666666666666666,0.2,0.6,0.654066218300022,181000.0
126,0.36,0.2,0.6,-1.449571673329526,2.0,1.0,0.25,0.2,2.3666666666666667,0.0,0.2,0.6,-0.3745124949813817,84500.0
127,0.56,0.1,0.4,-1.0612221587664195,2.0,2.0,0.66,0.4,1.0333333333333334,0.6666666666666666,0.2,0.6,-0.5601236980406392,128000.0
128,0.68,0.2,0.52,-1.2858557015039027,3.0,1.0,0.2,0.4,2.566666666666667,0.0,0.2,0.5,-0.6142435952609411,87000.0
129,0.48,0.1,0.8,-0.3187892632781269,3.0,1.0,0.56,0.2,1.3333333333333333,0.6666666666666666,0.2,0.6,-0.29333264915092894,155000.0
130,0.48,0.1,0.4,-0.8803731201218353,3.0,1.0,0.48,0.2,1.6,0.6666666666666666,0.4,0.5,-0.1547255790478225,150000.0
131,0.48,0.1,0.8,1.221283076337331,4.0,2.0,0.56,0.2,1.3333333333333333,0.6666666666666666,0.3,0.7,0.3691349816383216,226000.0
132,0.32,0.1,0.8,1.025204644964782,3.0,2.0,0.9,0.8,0.3,0.6666666666666666,0.3,0.6,0.17109624662477257,244000.0
133,0.48,0.1,0.4,-0.35876641918903496,3.0,1.0,0.49,0.4,1.6,0.6666666666666666,0.3,0.5,-0.3135774995925974,150750.0
134,0.92,0.1,0.4,-0.41778031600989923,2.0,2.0,0.91,0.8,0.26666666666666666,0.6666666666666666,0.3,0.8,-0.36719628665345205,220000.0
135,0.76,0.1,0.4,0.39128117266324003,3.0,2.0,0.58,0.2,1.2666666666666666,0.6666666666666666,0.2,0.5,-0.018223171614394483,180000.0
136,0.64,0.1,0.4,0.3170378831144108,3.0,2.0,0.6,0.6,1.2666666666666666,0.6666666666666666,0.2,0.7,-0.01170873954158037,174000.0
137,0.48,0.1,0.4,-0.5738815914715402,3.0,2.0,0.57,0.4,1.3333333333333333,0.3333333333333333,0.2,0.5,-0.016218730976605526,143000.0
138,0.44,0.1,0.4,0.844355606320198,5.0,3.0,0.78,0.2,0.6,1.0,0.2,0.7,0.05544002182434971,171000.0
139,0.2,0.1,0.8,0.6406624785836664,3.0,2.0,0.89,0.6,0.3,1.0,0.3,0.8,-0.14540493008210384,230000.0
140,0.2,0.1,0.8,0.47313915857605177,3.0,2.0,0.87,0.8,0.4,0.6666666666666666,0.3,0.6,0.4920071927347847,231500.0
141,0.48,0.1,0.4,-1.2401675233200078,3.0,1.0,0.61,1.0,1.3,0.0,0.2,0.4,-0.0016865363526355809,115000.0
142,0.2,0.1,0.4,0.4160289358461831,3.0,2.0,0.95,0.2,0.03333333333333333,0.6666666666666666,0.3,0.7,0.11306769016078225,260000.0
143,0.48,0.1,0.6,-0.24835332191128887,4.0,2.0,0.42,1.0,1.9333333333333333,0.6666666666666666,0.2,0.5,-0.2001261594937424,166000.0
144,0.2,0.1,0.4,-0.02752712735579676,3.0,2.0,0.89,0.8,0.3333333333333333,0.6666666666666666,0.3,0.7,-0.018223171614394483,204000.0
145,0.76,0.2,0.4,0.4046068913002094,6.0,2.0,0.53,0.2,1.4333333333333333,0.6666666666666666,0.2,0.5,-0.14199738099786263,125000.0
146,0.28,0.2,0.8,0.36843708357129257,3.0,2.0,0.94,0.2,0.06666666666666667,0.6666666666666666,0.3,0.6,-0.8012579067666509,130000.0
147,0.12,0.2,0.4,-1.219227108319056,2.0,1.0,0.21,0.8,2.6,0.3333333333333333,0.2,0.5,-0.44065903602841733,105000.0
148,0.32,0.1,0.8,0.9890348372358653,3.0,2.0,0.91,1.0,0.3,0.6666666666666666,0.3,0.7,-0.10140745808263622,222500.0
149,0.8,0.1,0.4,-0.8289739196649535,3.0,1.0,0.94,0.6,0.13333333333333333,0.0,0.3,0.7,-0.30235263202097923,141000.0
150,0.12,0.2,0.6,-0.3264039596421094,3.0,1.0,0.26,0.2,2.3333333333333335,0.3333333333333333,0.2,0.5,-0.4286323922016836,115000.0
151,0.2,0.1,0.4,-1.0402817437654674,3.0,1.0,0.65,0.4,1.0666666666666667,0.6666666666666666,0.2,0.5,-0.016118508944716076,122000.0
152,0.6,0.1,0.4,0.3703407576622882,2.0,2.0,0.97,0.6,0.03333333333333333,1.0,0.3,0.8,0.3381663737844822,372402.0
153,0.64,0.1,0.8,0.9090805254140492,4.0,2.0,0.61,0.2,1.1666666666666667,0.6666666666666666,0.2,0.6,0.42956886686765866,190000.0
154,0.16,0.1,0.4,-0.5015419760137065,1.0,1.0,0.5,0.6,1.6,0.6666666666666666,0.2,0.6,0.2989795593157081,235000.0
155,0.68,0.2,0.4,-0.6005330287454789,4.0,1.0,0.13,0.2,2.7666666666666666,0.3333333333333333,0.2,0.6,0.08249997043450065,125000.0
156,0.28,0.1,0.6,-0.7985151342090235,2.0,1.0,0.14,0.6,2.8,0.0,0.2,0.6,-0.09188636505313869,79000.0
157,0.48,0.1,0.4,-0.9051208833047784,2.0,1.0,0.4,0.2,1.8666666666666667,0.6666666666666666,0.2,0.5,-0.3324192415878136,109500.0
158,0.92,0.1,0.8,0.8614886731391586,4.0,2.0,0.99,1.0,0.03333333333333333,1.0,0.4,0.8,0.1489471775772046,269500.0
159,0.84,0.5,0.8,0.8215115172282506,3.0,2.0,0.94,1.0,0.2,0.6666666666666666,0.3,0.7,0.20396907308451148,254900.0
160,0.32,0.1,0.8,1.8019036740909957,4.0,2.0,0.95,0.2,0.03333333333333333,0.6666666666666666,0.3,0.7,0.8880846627618828,320000.0
161,0.96,0.1,0.4,-0.539615457833619,3.0,2.0,0.74,0.6,0.8,0.6666666666666666,0.2,0.6,0.06045112341882211,162500.0
162,0.6,0.1,0.8,2.1940605368360937,3.0,2.0,0.93,0.6,0.16666666666666666,1.0,0.4,0.9,0.3178213013109243,412500.0
163,0.6,0.1,0.4,0.048619836284028106,3.0,2.0,0.95,1.0,0.16666666666666666,0.6666666666666666,0.3,0.7,0.16688692128541577,220000.0
164,0.68,0.1,0.52,-1.2059013896820867,1.0,1.0,0.46,0.4,1.7,0.0,0.2,0.4,-0.5027966957998751,103200.0
165,0.68,0.2,0.4,0.19139539310869974,3.0,2.0,0.16,0.4,2.7,0.3333333333333333,0.3,0.6,-0.5128188989888198,152000.0
166,0.28,0.1,0.6,-0.30546354464115755,4.0,2.0,0.3,0.6,2.2666666666666666,0.0,0.2,0.5,-0.041174016917078046,127500.0
167,0.16,0.1,0.4,0.6692175899486008,2.0,1.0,0.45,0.8,1.8,0.3333333333333333,0.2,0.5,0.01915964628036958,190000.0
168,0.6,0.1,0.8,1.2288977727013135,3.0,1.0,0.97,0.4,0.0,1.0,0.4,0.8,0.004527229624510188,325624.0
169,0.32,0.1,0.8,0.3893774985722444,3.0,2.0,0.94,0.4,0.1,0.6666666666666666,0.3,0.7,-0.22778744029523001,183500.0
170,0.92,0.1,0.4,0.3646297353893013,2.0,2.0,0.71,0.2,0.8333333333333334,0.6666666666666666,0.2,0.8,0.6165831783733684,228000.0
171,0.68,0.2,0.6,-0.25406434418427576,2.0,1.0,0.31,0.4,2.2,0.6666666666666666,0.2,0.5,0.1845259988979586,128500.0
172,0.48,0.1,0.4,0.2675423567485246,3.0,1.0,0.5,1.0,1.6666666666666667,0.6666666666666666,0.2,0.6,2.1300360819359208,215000.0
173,0.88,0.1,0.8,0.47885018084903863,2.0,2.0,0.77,0.2,0.6333333333333333,0.6666666666666666,0.3,0.7,-0.522239769986428,239000.0
174,0.48,0.1,0.4,-0.2921378260041882,3.0,1.0,0.51,0.6,1.5666666666666667,0.6666666666666666,0.2,0.6,-0.03205381201513829,163000.0
175,0.92,0.1,0.4,0.2580239862935465,3.0,2.0,0.76,0.6,0.7333333333333333,0.6666666666666666,0.2,0.6,0.19033887674754657,184000.0
176,0.28,0.1,0.4,1.2231867504283267,4.0,2.0,0.4,0.4,1.9,0.6666666666666666,0.3,0.6,0.2102830610935467,243000.0
177,0.16,0.1,0.8,1.0366266895107559,4.0,2.0,0.78,0.4,0.6333333333333333,0.6666666666666666,0.2,0.6,-0.048891113372565534,211000.0
178,0.76,0.1,0.6,0.7701123167713687,4.0,2.0,0.48,0.2,1.6,0.6666666666666666,0.3,0.5,0.31401286409912527,172500.0
179,0.88,0.1,0.4,1.367865981343994,1.0,2.0,0.98,0.8,0.03333333333333333,1.0,0.4,0.9,0.6921505904180122,501837.0
180,0.68,0.2,0.4,-1.0421854178564631,2.0,1.0,0.13,0.4,2.8,0.6666666666666666,0.2,0.5,-0.2001261594937424,100000.0
