0,1,30,8,2,3,0
1,1,48,27,1,1,0
0,1,34,8,1,3,0
0,1,47,38,1,1,0
0,1,48,13,1,2,0
0,1,30,8,1,3,0
0,1,38,7,1,3,0
0,1,30,0,1,2,0
0,1,56,27,1,1,0
0,1,30,8,2,3,0
1,0,0,19,0,3,1
0,1,30,7,1,3,0
0,1,38,9,1,3,0
1,0,33,28,1,2,2
1,0,23,14,0,2,0
0,0,22,10,1,3,0
0,1,30,52,1,1,0
0,1,34,21,1,2,0
0,1,29,7,1,3,0
0,1,22,8,1,3,0
1,0,2,12,1,3,1
0,1,9,47,1,3,2
0,1,30,0,1,2,0
0,1,50,8,1,3,0
1,0,63,10,1,3,0
1,1,25,91,0,1,0
0,0,7,25,1,3,1
1,0,35,90,1,1,0
0,1,58,30,0,1,0
0,1,30,8,1,3,0
1,1,9,16,1,3,1
0,1,30,20,1,3,0
0,1,21,7,1,3,0
0,1,55,30,1,1,0
0,1,71,50,0,1,0
0,1,21,8,1,3,0
0,1,30,14,0,3,0
1,0,54,78,0,1,0
0,1,30,15,1,3,0
0,0,25,152,1,1,2
0,1,24,8,1,3,0
0,1,17,9,1,3,0
0,0,21,8,2,3,0
0,0,30,8,2,3,0
0,0,37,10,1,3,0
1,0,16,86,1,1,0
0,1,18,109,0,1,0
1,0,33,26,1,2,2
1,1,30,27,1,1,0
0,1,28,23,1,3,0
1,1,26,56,1,3,0
1,1,29,8,2,3,0
0,1,30,8,1,3,0
1,1,36,26,1,1,0
1,0,54,59,0,1,0
0,1,24,7,1,3,0
0,1,47,34,1,1,0
1,0,34,10,1,2,0
0,1,30,24,2,3,0
1,0,36,26,1,2,0
0,1,32,8,1,3,0
1,0,30,94,1,1,0
0,1,22,8,1,3,0
0,1,30,7,0,3,0
1,0,44,58,0,1,1
0,1,30,7,0,3,0
0,1,40,8,2,3,0
1,0,50,10,1,2,0
0,1,30,222,1,1,0
0,1,39,8,1,3,0
0,1,23,12,1,2,1
1,0,2,26,1,2,1
0,1,30,7,0,3,0
0,1,17,7,0,3,1
1,0,30,22,0,3,2
0,0,30,9,1,3,0
1,0,7,26,1,2,2
0,1,45,27,1,1,0
1,0,30,106,0,1,0
0,1,30,14,1,3,0
1,0,22,50,0,1,2
1,0,36,71,1,1,2
0,0,9,31,1,3,2
0,0,11,31,1,3,2
1,1,32,26,1,2,0
0,1,50,106,0,1,0
0,1,64,26,1,1,0
1,0,19,26,1,2,0
1,1,30,14,0,2,0
0,1,33,21,1,3,1
1,1,8,37,1,2,1
1,1,17,111,0,1,2
0,1,27,26,1,2,0
0,1,30,8,2,3,0
1,1,22,7,0,3,0
1,0,22,8,1,3,0
0,1,62,27,1,1,0
1,0,48,40,0,1,0
0,1,30,228,0,1,0
1,0,39,80,1,1,1
1,0,36,17,1,3,0
0,1,30,8,2,3,0
0,1,40,8,1,3,0
0,1,28,14,1,2,0
0,1,30,8,1,3,0
0,0,30,8,1,3,0
0,1,24,24,1,3,0
0,1,19,8,1,3,0
0,0,29,21,1,3,4
0,1,30,7,0,3,0
1,1,32,8,1,3,0
1,1,62,10,1,2,0
1,0,53,51,1,1,0
1,1,36,26,1,1,0
1,0,30,8,2,3,0
0,1,16,8,1,3,0
0,1,19,14,1,3,0
1,0,34,13,1,2,0
1,0,39,56,1,1,0
0,0,30,14,0,3,0
1,1,32,8,1,3,0
1,0,25,30,1,2,1
1,0,39,111,0,1,1
0,1,54,26,1,2,0
0,1,36,40,0,1,0
0,1,30,9,0,3,0
1,0,18,80,1,1,2
0,1,47,15,1,2,0
1,1,60,79,0,1,1
0,1,22,8,1,3,0
0,1,30,8,1,3,0
0,1,35,7,1,3,0
1,0,52,78,0,1,0
0,1,47,7,1,3,0
0,0,20,8,2,3,2
0,1,37,26,1,2,0
0,1,36,24,1,3,1
1,0,30,33,1,2,0
0,1,49,0,1,3,0
0,1,30,7,0,3,0
1,1,49,57,0,1,0
1,0,24,27,1,2,1
0,1,30,8,1,3,0
0,1,30,42,1,1,0
0,1,44,8,1,3,0
1,1,35,27,0,1,0
0,1,36,16,1,3,0
0,1,30,8,1,3,0
1,1,27,30,1,1,0
1,0,22,42,0,2,2
1,0,40,153,1,1,0
0,0,39,31,1,3,5
0,1,30,7,1,3,0
1,0,30,16,2,3,0
0,1,30,8,2,3,0
0,1,35,8,1,3,0
1,0,24,65,1,2,2
0,1,34,14,1,3,1
0,0,26,16,1,3,0
1,0,4,39,1,2,1
0,1,26,10,1,2,0
0,1,27,14,0,3,0
1,1,42,53,1,1,0
1,1,20,16,0,3,1
0,1,21,8,1,3,0
0,1,21,16,1,3,0
0,1,61,32,1,1,0
0,1,57,12,2,2,0
1,0,21,78,1,1,0
0,1,26,8,1,3,0
0,1,30,8,2,3,0
1,1,80,30,1,1,0
0,1,51,7,1,3,0
1,1,32,30,0,1,0
0,1,30,0,1,1,0
0,0,9,28,1,3,2
1,0,28,13,1,2,0
0,1,32,8,1,3,0
0,1,31,26,1,2,1
0,0,41,40,1,3,5
0,1,30,16,1,3,0
0,1,20,8,1,3,0
1,0,24,69,0,1,0
0,0,2,28,1,3,2
1,1,30,56,1,3,0
1,0,0,19,0,3,1
1,1,48,77,0,1,0
0,1,19,8,1,3,0
1,1,56,36,0,1,0
0,1,30,8,1,3,0
1,0,23,8,1,3,0
0,1,30,8,1,3,0
1,0,18,23,1,2,1
0,1,21,8,1,3,0
1,0,30,8,2,3,0
0,0,18,7,2,3,0
0,1,24,74,1,2,0
0,1,30,8,1,3,0
0,0,32,16,2,3,1
0,1,23,13,1,2,0
0,1,58,113,0,1,2
1,1,50,134,1,1,0
0,1,40,7,0,3,0
0,1,47,26,1,1,0
0,1,36,7,1,3,0
1,1,20,8,1,3,0
0,1,32,74,1,2,0
0,1,25,13,1,2,0
0,1,30,8,1,3,0
0,1,43,8,1,3,0
1,0,30,52,1,1,0
1,0,40,39,1,2,1
0,1,31,52,1,1,0
0,1,70,10,1,2,0
1,1,31,13,1,2,0
0,1,30,0,1,2,0
0,1,18,8,1,3,0
0,1,24,8,1,3,0
1,0,18,10,1,3,0
0,0,43,47,1,3,6
1,1,36,512,0,1,1
0,0,30,8,2,3,0
1,1,27,77,0,1,0
0,1,20,9,1,3,0
0,1,14,47,1,3,2
0,1,60,39,1,2,1
0,1,25,42,0,2,2
0,1,14,40,1,3,1
0,1,19,10,1,3,0
0,1,18,8,1,3,0
1,0,15,211,1,1,1
1,1,31,57,1,1,0
1,0,4,13,0,3,1
1,1,30,56,1,3,0
0,1,25,7,0,3,0
0,1,60,27,1,1,0
0,1,52,14,1,2,0
0,1,44,8,1,3,0
1,0,30,8,2,3,0
0,1,49,111,0,1,1
0,1,42,8,1,3,0
1,0,18,228,0,1,0
1,1,35,26,1,1,0
0,0,18,14,0,3,1
0,1,25,8,2,3,0
0,1,26,8,1,3,0
0,1,39,26,1,2,0
1,0,45,14,1,2,0
1,1,42,26,1,1,0
1,0,22,152,1,1,0
1,1,2,15,0,3,1
1,0,24,50,0,1,0
0,1,30,27,1,1,0
1,1,48,52,1,1,0
0,1,29,9,1,3,0
0,1,52,13,1,2,0
0,1,19,8,1,3,0
1,0,38,228,0,1,0
1,0,27,10,1,2,0
0,1,30,16,2,3,0
0,1,33,8,1,3,0
1,0,6,33,1,2,1
0,1,17,7,1,3,0
0,1,34,13,1,2,0
0,1,50,13,1,2,0
1,1,27,53,1,1,0
0,1,20,9,1,3,0
1,0,30,21,1,2,0
1,0,30,8,2,3,0
0,1,25,26,1,2,0
0,0,25,8,1,3,0
1,0,29,211,1,1,0
0,1,11,19,0,3,0
0,1,30,0,1,2,0
0,1,23,13,1,2,0
0,1,23,13,1,2,0
0,1,28,16,1,3,0
0,0,48,34,1,3,3
1,1,35,512,0,1,0
0,1,30,8,1,3,0
0,1,30,8,1,3,0
1,1,30,30,1,1,0
0,1,36,79,1,1,0
1,0,21,262,0,1,2
0,1,24,16,1,3,0
1,1,31,8,1,3,0
0,1,70,71,1,1,1
0,1,16,20,1,3,1
1,0,30,13,1,2,0
0,1,19,53,1,1,0
0,1,31,8,2,3,0
1,0,4,23,1,2,1
1,1,6,12,1,3,1
0,1,33,10,1,3,0
0,1,23,8,1,3,0
1,0,48,65,1,2,2
1,1,0,14,1,2,1
0,1,28,8,1,3,0
0,1,18,12,1,2,0
0,1,34,8,1,3,0
1,0,33,86,1,1,0
0,1,30,14,1,3,0
0,1,41,7,1,3,0
1,1,20,7,0,3,0
1,0,36,120,1,1,2
0,1,16,8,1,3,0
1,0,51,78,1,1,0
0,1,30,40,0,1,0
0,0,30,8,2,3,0
0,1,30,24,2,3,0
0,1,32,8,1,3,0
0,1,24,10,1,3,0
0,1,48,8,1,3,0
0,0,57,10,1,2,0
0,1,30,7,0,3,0
1,0,54,23,1,2,3
0,1,18,8,1,3,0
0,1,30,8,2,3,0
1,0,5,12,1,3,0
0,1,30,8,2,3,0
1,0,43,211,1,1,1
1,0,13,7,0,3,0
1,0,17,57,1,1,0
0,1,29,30,1,1,0
0,1,20,23,1,3,2
0,1,25,7,1,3,0
0,1,25,7,1,3,0
1,0,18,7,1,3,0
0,1,8,29,2,3,1
1,1,1,21,1,3,2
0,1,46,79,0,1,0
0,1,30,8,2,3,0
0,1,16,26,1,2,0
0,0,10,70,1,3,2
0,1,30,31,0,1,0
0,1,25,8,1,3,0
0,1,39,13,1,2,0
1,0,49,26,1,1,0
1,0,31,9,1,3,0
0,1,30,7,0,3,0
0,0,30,24,1,3,1
0,1,34,13,1,2,0
1,0,31,26,1,2,1
1,1,11,120,1,1,2
1,1,0,9,0,3,1
1,1,27,7,1,3,0
0,1,31,8,1,3,0
0,1,39,0,1,1,0
0,0,18,8,1,3,0
0,1,39,13,1,2,0
1,0,33,53,1,1,0
0,1,26,8,1,3,0
0,1,39,24,1,3,0
0,1,35,10,1,2,0
0,0,6,31,1,3,2
0,1,30,8,1,3,0
0,1,30,0,1,1,0
0,0,23,8,1,3,0
0,1,31,37,0,2,1
0,1,43,6,1,3,0
0,1,10,28,1,3,2
1,0,52,94,1,1,1
1,1,27,9,1,3,0
0,1,38,0,1,1,0
1,0,27,12,1,3,1
0,1,2,40,1,3,1
0,1,30,7,2,3,0
0,1,30,56,1,3,0
1,1,1,37,0,2,2
1,1,30,8,2,3,0
1,0,62,80,0,1,0
1,0,15,14,0,3,0
1,1,0,19,1,2,1
0,1,30,7,0,3,0
0,1,23,8,1,3,0
0,1,18,8,1,3,0
1,0,39,83,0,1,1
0,1,21,9,1,3,0
0,1,30,8,1,3,0
1,1,32,56,1,3,0
1,1,30,30,0,1,0
0,1,20,8,1,3,0
0,1,16,10,1,2,0
1,0,30,31,0,1,0
0,1,34,6,0,3,0
0,1,17,9,1,3,0
0,1,42,8,1,3,0
0,1,10,70,1,3,2
0,1,35,8,0,3,0
0,1,28,33,1,2,1
1,0,30,89,0,1,0
0,1,4,31,1,3,2
0,1,74,8,1,3,0
0,0,9,15,0,3,1
1,0,16,39,1,1,1
0,0,44,26,1,2,0
1,0,18,9,1,3,1
1,0,45,165,1,1,1
1,1,51,27,1,1,0
1,0,24,19,0,3,3
0,1,30,7,0,3,0
0,1,41,14,1,3,0
0,1,21,12,1,2,0
1,0,48,26,1,1,0
0,0,10,70,1,3,2
0,1,24,13,1,2,0
1,0,42,13,1,2,0
1,0,27,14,0,2,0
0,1,31,50,1,1,0
0,1,30,10,1,3,0
1,1,4,11,1,3,1
0,1,26,8,1,3,0
1,0,47,53,1,1,1
0,1,33,5,1,1,0
0,1,47,9,1,3,0
1,0,28,24,0,2,0
1,0,15,7,0,3,0
0,1,20,10,1,3,0
0,1,19,8,1,3,0
0,1,30,8,1,3,0
1,0,56,83,0,1,1
1,0,25,26,1,2,1
0,1,33,8,1,3,0
0,0,22,11,1,3,0
0,1,28,10,1,2,0
0,1,25,7,1,3,0
0,0,39,29,2,3,5
0,1,27,13,1,2,0
1,0,19,30,1,1,0
0,0,20,23,1,3,2
1,1,26,30,0,1,0
0,1,32,8,2,3,0
